0.905921;28010;0.644965;10.2403
7.24737;8576;2.10989;9.05672
24.4599;3978;3.2371;8.28853
57.979;2294;4.07718;7.73805
113.24;1502;4.7383;7.31455
195.679;983;5.28157;6.89061
310.731;758;5.74214;6.63068
463.832;569;6.14168;6.34388
660.417;461;6.49438;6.1334
905.921;380;6.81006;5.94017
1205.78;305;7.09571;5.72031
1565.43;253;7.35656;5.53339
1990.31;205;7.59655;5.32301
2485.85;193;7.81877;5.26269
3057.48;156;8.02567;5.04986
3710.65;146;8.21923;4.98361
4450.79;115;8.40106;4.74493
5283.33;105;8.5725;4.65396
6213.71;102;8.73467;4.62497
7247.37;95;8.88853;4.55388
8389.74;73;9.03488;4.29046
9646.25;74;9.17443;4.30407
11022.3;70;9.30777;4.2485
12523.5;68;9.43544;4.21951
14155;64;9.5579;4.15888
15922.5;46;9.67555;3.82864
17831.2;44;9.78876;3.78419
19886.8;46;9.89786;3.82864
22094.5;42;10.0031;3.73767
24459.9;40;10.1048;3.68888
26988.3;41;10.2032;3.71357
29685.2;38;10.2984;3.63759
32556.1;36;10.3908;3.58352
35606.3;22;10.4803;3.09104
38841.4;22;10.5673;3.09104
42266.7;19;10.6518;2.94444
45887.6;20;10.734;2.99573
49709.7;21;10.814;3.04452
53738.3;21;10.8919;3.04452
57979;21;10.9679;3.04452
62437;21;11.0419;3.04452
67117.9;21;11.1142;3.04452
72027.1;22;11.1848;3.09104
77170;22;11.2538;3.09104
82552.1;22;11.3212;3.09104
88178.8;20;11.3871;2.99573
94055.5;19;11.4517;2.94444
100188;18;11.5148;2.89037
106581;18;11.5767;2.89037
113240;16;11.6373;2.77259
120171;8;11.6967;2.07944
127380;8;11.7549;2.07944
134871;8;11.8121;2.07944
142650;8;11.8682;2.07944
150723;8;11.9232;2.07944
159094;8;11.9773;2.07944
167770;8;12.0304;2.07944
176756;8;12.0825;2.07944
186057;8;12.1338;2.07944
195679;8;12.1842;2.07944
205627;8;12.2338;2.07944
215906;8;12.2826;2.07944
226523;8;12.3306;2.07944
237482;8;12.3779;2.07944
248789;8;12.4244;2.07944
260449;8;12.4702;2.07944
272468;8;12.5153;2.07944
284851;8;12.5597;2.07944
297603;8;12.6035;2.07944
310731;8;12.6467;2.07944
324239;8;12.6892;2.07944
338133;7;12.7312;1.94591
352419;7;12.7726;1.94591
367101;7;12.8134;1.94591
382186;7;12.8537;1.94591
397678;6;12.8934;1.79176
413583;6;12.9326;1.79176
429907;6;12.9713;1.79176
446655;6;13.0095;1.79176
463832;6;13.0473;1.79176
481444;6;13.0845;1.79176
499496;6;13.1214;1.79176
517994;6;13.1577;1.79176
536943;6;13.1936;1.79176
556349;6;13.2292;1.79176
576217;6;13.2642;1.79176
596552;5;13.2989;1.60944
617360;5;13.3332;1.60944
638646;5;13.3671;1.60944
660417;5;13.4006;1.60944
682676;5;13.4338;1.60944
705430;5;13.4666;1.60944
728684;5;13.499;1.60944
752444;5;13.5311;1.60944
776714;5;13.5628;1.60944
801501;5;13.5942;1.60944
826810;5;13.6253;1.60944
852646;5;13.6561;1.60944
879014;5;13.6866;1.60944
905921;5;13.7167;1.60944
