1.0004;2050;0.693349;7.6256
1.00324;2050;0.694764;7.6256
1.01092;2050;0.698594;7.6256
1.02589;2050;0.706009;7.6256
1.05057;2050;0.718117;7.6256
1.08738;2050;0.73591;7.6256
1.13876;2050;0.760225;7.6256
1.20713;1843;0.791691;7.51915
1.29491;1608;0.830695;7.38275
1.40454;1269;0.87736;7.14598
1.53845;1168;0.931552;7.06305
1.69905;953;0.9929;6.85961
1.88878;873;1.06083;6.77194
2.11007;748;1.13464;6.6174
2.36533;637;1.21353;6.45677
2.65701;602;1.29665;6.40026
2.98752;512;1.38317;6.23832
3.3593;458;1.47231;6.12687
3.77476;422;1.56334;6.04501
4.23635;338;1.65562;5.82305
4.74647;349;1.74859;5.85507
5.30758;325;1.84175;5.78383
5.92208;271;1.93472;5.60212
6.59241;254;2.02715;5.53733
7.32099;251;2.11878;5.52545
8.11025;230;2.2094;5.43808
8.96262;207;2.29884;5.33272
9.88053;191;2.38698;5.25227
10.8664;173;2.47371;5.15329
11.9227;162;2.55898;5.0876
13.0517;163;2.64275;5.09375
14.2561;152;2.72498;5.02388
15.5381;137;2.80567;4.91998
16.9002;133;2.88481;4.89035
18.3448;120;2.96242;4.78749
19.8744;119;3.03852;4.77912
21.4913;115;3.11313;4.74493
23.1981;106;3.18627;4.66344
24.9971;96;3.25799;4.56435
26.8908;92;3.3283;4.52179
28.8815;90;3.39724;4.49981
30.9718;82;3.46485;4.40672
33.164;82;3.53117;4.40672
35.4606;78;3.59623;4.35671
37.864;78;3.66007;4.35671
40.3766;73;3.72272;4.29046
43.0009;67;3.78421;4.20469
45.7392;65;3.84458;4.17439
48.5941;60;3.90387;4.09434
51.5679;62;3.96211;4.12713
54.6631;59;4.01932;4.07754
57.882;55;4.07554;4.00733
61.2272;55;4.13079;4.00733
64.701;49;4.18511;3.89182
68.3059;47;4.23853;3.85015
72.0443;47;4.29107;3.85015
75.9186;45;4.34275;3.80666
79.9312;41;4.3936;3.71357
84.0847;41;4.44365;3.71357
88.3813;39;4.49291;3.66356
92.8236;40;4.54142;3.68888
97.414;37;4.58918;3.61092
102.155;36;4.63623;3.58352
107.049;36;4.68258;3.58352
112.098;33;4.72825;3.49651
117.305;32;4.77326;3.46574
122.672;32;4.81763;3.46574
128.201;32;4.86137;3.46574
133.896;31;4.9045;3.43399
139.758;31;4.94704;3.43399
145.79;30;4.98901;3.4012
151.995;29;5.0304;3.3673
158.374;29;5.07125;3.3673
164.931;29;5.11157;3.3673
171.667;29;5.15136;3.3673
178.585;26;5.19065;3.2581
185.687;26;5.22944;3.2581
192.977;25;5.26774;3.21888
200.456;25;5.30557;3.21888
208.126;24;5.34294;3.17805
215.991;24;5.37986;3.17805
224.052;23;5.41633;3.13549
232.313;21;5.45238;3.04452
240.774;20;5.48801;2.99573
249.44;20;5.52322;2.99573
258.312;20;5.55803;2.99573
267.393;18;5.59245;2.89037
276.685;18;5.62649;2.89037
286.19;18;5.66015;2.89037
295.912;18;5.69344;2.89037
305.852;18;5.72637;2.89037
316.013;17;5.75894;2.83321
326.397;17;5.79117;2.83321
337.007;16;5.82307;2.77259
347.845;15;5.85463;2.70805
358.914;15;5.88587;2.70805
370.216;14;5.91678;2.63906
381.753;14;5.94739;2.63906
393.528;14;5.97769;2.63906
405.543;14;6.00769;2.63906
417.801;13;6.0374;2.56495
430.305;13;6.06681;2.56495
443.055;13;6.09595;2.56495
456.056;13;6.12481;2.56495
469.309;13;6.15339;2.56495
482.817;13;6.18171;2.56495
496.583;13;6.20976;2.56495
510.608;12;6.23756;2.48491
524.895;12;6.2651;2.48491
539.447;12;6.2924;2.48491
554.266;12;6.31945;2.48491
569.354;12;6.34626;2.48491
584.714;12;6.37283;2.48491
600.349;12;6.39917;2.48491
616.26;10;6.42529;2.30259
632.45;10;6.45118;2.30259
648.922;10;6.47685;2.30259
665.677;10;6.50231;2.30259
682.72;10;6.52755;2.30259
700.051;10;6.55258;2.30259
717.673;10;6.57741;2.30259
735.589;11;6.60203;2.3979
753.801;9;6.62645;2.19722
772.312;9;6.65068;2.19722
791.124;9;6.67472;2.19722
810.239;9;6.69856;2.19722
829.659;10;6.72222;2.30259
849.389;9;6.74569;2.19722
869.429;9;6.76899;2.19722
889.781;8;6.7921;2.07944
910.45;8;6.81504;2.07944
931.437;8;6.8378;2.07944
952.743;8;6.86039;2.07944
974.373;8;6.88282;2.07944
996.328;8;6.90508;2.07944
1018.61;8;6.92718;2.07944
1041.22;8;6.94911;2.07944
1064.17;8;6.97089;2.07944
1087.45;8;6.99251;2.07944
1111.07;8;7.01398;2.07944
1135.02;8;7.03529;2.07944
1159.32;8;7.05645;2.07944
1183.97;8;7.07747;2.07944
1208.96;8;7.09834;2.07944
1234.3;8;7.11907;2.07944
1259.99;8;7.13966;2.07944
1286.04;8;7.1601;2.07944
1312.45;8;7.18041;2.07944
1339.21;8;7.20058;2.07944
1366.33;8;7.22062;2.07944
1393.82;7;7.24052;1.94591
1421.68;6;7.2603;1.79176
1449.9;6;7.27994;1.79176
1478.5;6;7.29946;1.79176
1507.47;6;7.31885;1.79176
1536.81;6;7.33812;1.79176
1566.54;6;7.35726;1.79176
1596.64;6;7.37629;1.79176
1627.13;6;7.39519;1.79176
1658.01;6;7.41398;1.79176
1689.27;6;7.43265;1.79176
1720.93;6;7.4512;1.79176
1752.97;6;7.46964;1.79176
1785.42;6;7.48797;1.79176
1818.26;6;7.50618;1.79176
1851.5;6;7.52429;1.79176
1885.15;6;7.54229;1.79176
1919.2;6;7.56018;1.79176
1953.65;6;7.57797;1.79176
1988.52;6;7.59565;1.79176
2023.8;6;7.61323;1.79176
2059.5;6;7.6307;1.79176
2095.61;6;7.64808;1.79176
2132.14;6;7.66535;1.79176
2169.1;6;7.68253;1.79176
2206.48;6;7.69961;1.79176
2244.29;6;7.71659;1.79176
2282.52;6;7.73347;1.79176
2321.19;6;7.75027;1.79176
2360.3;6;7.76697;1.79176
2399.84;6;7.78357;1.79176
2439.82;6;7.80009;1.79176
2480.24;6;7.81651;1.79176
2521.1;5;7.83285;1.60944
2562.42;5;7.8491;1.60944
2604.18;5;7.86526;1.60944
2646.39;5;7.88133;1.60944
2689.06;4;7.89732;1.38629
2732.18;4;7.91322;1.38629
2775.76;4;7.92904;1.38629
2819.81;4;7.94478;1.38629
2864.31;4;7.96043;1.38629
2909.28;4;7.97601;1.38629
2954.73;4;7.9915;1.38629
3000.64;4;8.00691;1.38629
3047.02;4;8.02225;1.38629
3093.88;4;8.03751;1.38629
3141.22;4;8.05269;1.38629
3189.04;4;8.06779;1.38629
3237.35;4;8.08282;1.38629
3286.13;4;8.09777;1.38629
3335.41;4;8.11265;1.38629
3385.18;4;8.12746;1.38629
3435.44;4;8.14219;1.38629
3486.19;4;8.15685;1.38629
3537.44;4;8.17144;1.38629
3589.19;4;8.18596;1.38629
3641.45;4;8.20041;1.38629
3694.21;4;8.21479;1.38629
3747.47;4;8.2291;1.38629
3801.25;4;8.24335;1.38629
3855.54;4;8.25753;1.38629
3910.34;4;8.27164;1.38629
3965.66;4;8.28568;1.38629
4021.5;4;8.29966;1.38629
4077.86;4;8.31357;1.38629
4134.75;4;8.32742;1.38629
4192.16;4;8.34121;1.38629
4250.1;4;8.35493;1.38629
4308.58;4;8.36859;1.38629
4367.58;4;8.38219;1.38629
4427.13;4;8.39573;1.38629
4487.21;4;8.40921;1.38629
4547.83;4;8.42263;1.38629
4609;4;8.43598;1.38629
4670.71;4;8.44928;1.38629
4732.98;4;8.46252;1.38629
4795.79;4;8.4757;1.38629
4859.16;4;8.48883;1.38629
4923.08;4;8.50189;1.38629
4987.56;4;8.5149;1.38629
5052.6;4;8.52786;1.38629
5118.2;4;8.54075;1.38629
5184.37;4;8.5536;1.38629
5251.11;4;8.56639;1.38629
5318.42;4;8.57912;1.38629
5386.3;4;8.5918;1.38629
5454.76;4;8.60443;1.38629
5523.79;4;8.617;1.38629
5593.41;4;8.62952;1.38629
5663.6;4;8.64199;1.38629
5734.38;4;8.65441;1.38629
5805.75;4;8.66678;1.38629
5877.71;4;8.67909;1.38629
5950.26;3;8.69136;1.09861
6023.41;3;8.70357;1.09861
6097.15;3;8.71574;1.09861
6171.49;3;8.72786;1.09861
6246.44;3;8.73993;1.09861
6321.99;3;8.75195;1.09861
6398.14;3;8.76392;1.09861
6474.91;3;8.77584;1.09861
6552.29;3;8.78772;1.09861
6630.28;3;8.79955;1.09861
6708.88;3;8.81134;1.09861
6788.11;3;8.82308;1.09861
6867.96;3;8.83477;1.09861
6948.43;3;8.84641;1.09861
7029.53;3;8.85802;1.09861
7111.25;2;8.86957;0.693147
7193.61;2;8.88109;0.693147
7276.6;2;8.89256;0.693147
7360.23;2;8.90398;0.693147
7444.49;2;8.91536;0.693147
7529.4;2;8.9267;0.693147
7614.95;2;8.938;0.693147
7701.14;2;8.94925;0.693147
7787.98;2;8.96047;0.693147
7875.48;2;8.97164;0.693147
7963.62;2;8.98277;0.693147
8052.43;2;8.99385;0.693147
8141.89;2;9.0049;0.693147
8232.01;2;9.01591;0.693147
8322.79;2;9.02687;0.693147
8414.24;2;9.0378;0.693147
8506.35;2;9.04869;0.693147
8599.13;2;9.05953;0.693147
8692.59;2;9.07034;0.693147
8786.72;2;9.08111;0.693147
8881.53;2;9.09184;0.693147
8977.02;2;9.10253;0.693147
9073.19;2;9.11319;0.693147
9170.05;2;9.12381;0.693147
9267.59;2;9.13439;0.693147
9365.82;2;9.14493;0.693147
9464.75;2;9.15543;0.693147
9564.36;2;9.1659;0.693147
9664.68;2;9.17634;0.693147
9765.69;2;9.18673;0.693147
9867.41;2;9.19709;0.693147
9969.82;2;9.20742;0.693147
10072.9;2;9.21771;0.693147
10176.8;2;9.22796;0.693147
10281.3;2;9.23818;0.693147
10386.6;2;9.24837;0.693147
10492.6;2;9.25852;0.693147
10599.3;2;9.26863;0.693147
10706.7;2;9.27872;0.693147
10814.8;2;9.28876;0.693147
10923.7;2;9.29878;0.693147
